address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,LAT,LONG
320 Richmond St E 1518 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9370472,500,599,549.5,Condo Apartment,Apartment,43.6535819,-79.3687903
319 Jarvis St 4305 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9510548,0,499,249.5,Condo Apartment,Apartment,43.6597863,-79.3753128
195 McCaul St 1313 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10440951,0,499,249.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
127 Broadway Ave 1207 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10441539,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
2 Gladstone Ave 208 Toronto,1,1,Condo Apt Loft,2100,500-599,C9372776,500,599,549.5,Condo Apartment,Loft,43.6427533,-79.4274355
1195 The Queensway 610 Toronto,1,1,Condo Apt Apartment,2100,500-599,W9416474,500,599,549.5,Condo Apartment,Apartment,43.62163,-79.52248
402 The East Mall 119 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,W10428574,500,599,549.5,Condo Townhouse,Stacked Townhse,43.6465721,-79.56063080000001
4K Spadina Ave 1018 Toronto,1,1,Condo Apt Apartment,2100,600-699,C10406214,600,699,649.5,Condo Apartment,Apartment,43.6411149,-79.39366969999999
77 Shuter St 2901 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10405715,500,599,549.5,Condo Apartment,Apartment,43.6549921,-79.375121
195 Redpath Ave 1513 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9391094,0,499,249.5,Condo Apartment,Apartment,43.7101997,-79.3932422
32 Camden St 508 Toronto,1,1,Condo Apt Loft,2100,0-499,C9399786,0,499,249.5,Condo Apartment,Loft,43.6472244,-79.397228
195 Mccaul St 403 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9377016,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
2791 Eglinton Ave E 507 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,E9394060,500,599,549.5,Condo Townhouse,Stacked Townhse,43.7369703,-79.24510339999999
127 Broadway Ave 502 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10417144,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
39 Roehampton Ave 304 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10893865,0,499,249.5,Condo Apartment,Apartment,43.7081849,-79.3970648
1 Mallory Gdns 28 Toronto,1,1,Condo Apt Apartment,2100,600-699,C9752135,600,699,649.5,Condo Apartment,Apartment,43.6910069,-79.3959776
58 Orchard View Blvd 609 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10405950,0,499,249.5,Condo Apartment,Apartment,43.7081369,-79.4005574
195 Redpath Ave 2602 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10477024,0,499,249.5,Condo Apartment,Apartment,43.7101997,-79.3932422
319 Jarvis St 4205 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9395137,0,499,249.5,Condo Apartment,Apartment,43.6597863,-79.3753128
181 Dundas St E 2807 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10423688,0,499,249.5,Condo Apartment,Apartment,43.6570251,-79.374008
160 Kingsway Cres 703 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,W10425259,500,599,549.5,Condo Apartment,Apartment,43.6617413,-79.50711319999999
500 Wilson Ave 442 Toronto,1+1,1,Condo Apt Apartment,2100,0-499,C10422094,0,499,249.5,Condo Apartment,Apartment,43.7353752,-79.4454727
425 Front St E 506 Toronto,1,1,Comm Element Condo Apartment,2100,500-599,C9770092,500,599,549.5,Common Element Condo,Apartment,43.6526799,-79.35710999999999
10 Laidlaw St 717 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,W9419304,500,599,549.5,Condo Townhouse,Stacked Townhse,43.639782,-79.4266526
117 Broadway Ave 1306S Toronto,1,1,Condo Apt Apartment,2100,500-599,C10441742,500,599,549.5,Condo Apartment,Apartment,43.71035699999999,-79.3925946
101 Erskine Ave 2306 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9509539,0,499,249.5,Condo Apartment,Apartment,43.7115382,-79.39532299999999
159 Dundas St E 1902 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9983258,500,599,549.5,Condo Apartment,Apartment,43.6567653,-79.3749976
215 Queen St W 606 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9302827,0,499,249.5,Condo Apartment,Apartment,43.6504655,-79.3878063
560 King St W 212 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9396274,0,499,249.5,Condo Apartment,Apartment,43.64492180000001,-79.3990768
2404 Queen St 41 Toronto,1,1,Condo Apt Apartment,2100,500-599,E9419971,500,599,549.5,Condo Apartment,Apartment,43.67467509999999,-79.2797071
70 Town Centre Crt 1405 Toronto,1+1,1,Condo Apt Apartment,2100,600-699,E9565575,600,699,649.5,Condo Apartment,Apartment,43.7737121,-79.2554562
227 Sterling Rd 200 Toronto,1,1,Condo Apt Loft,2100,700-799,C10430249,700,799,749.5,Condo Apartment,Loft,43.6541597,-79.4447396
385 Osler St 306 Toronto,1,1,Condo Apt Apartment,2100,500-599,W10290928,500,599,549.5,Condo Apartment,Apartment,43.6738228,-79.4609282
21 Lawren Harris Sq 1104 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10422477,500,599,549.5,Condo Apartment,Apartment,43.65515569999999,-79.35488169999999
319 Jarvis St 5005 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10408984,0,499,249.5,Condo Apartment,Apartment,43.6597863,-79.3753128
195 McCaul St 1413 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10423567,0,499,249.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
90 Glen Everest Rd 616 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,E9850531,500,599,549.5,Condo Apartment,Apartment,43.7031342,-79.25277299999999
8 Hillsdale Ave E 740 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10411604,0,499,249.5,Condo Apartment,Apartment,43.7038324,-79.3968958
117 Broadway Ave 407 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10421056,500,599,549.5,Condo Apartment,Apartment,43.71035699999999,-79.3925946
399 Dupont St 205 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10424894,0,499,249.5,Condo Apartment,Apartment,43.673342,-79.41219389999999
1051 Victoria Park Ave 2 Toronto,1,1,Condo Apt Apartment,2100,0-499,E8477594,0,499,249.5,Condo Apartment,Apartment,43.7062968,-79.2945502
36 Lisgar St 802E Toronto,1,1,Condo Apt Apartment,2100,0-499,C10707866,0,499,249.5,Condo Apartment,Apartment,43.6420208,-79.4233917
60 Shuter St 2612 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,C9393006,500,599,549.5,Condo Apartment,Apartment,43.6550609,-79.3760574
125 Redpath Ave 1613 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10426808,0,499,249.5,Condo Apartment,Apartment,43.7076393,-79.39241249999999
185 Alberta Ave 401 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9416842,500,599,549.5,Condo Apartment,Apartment,43.6804759,-79.43349590000001
425 Front St E 618 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10431545,500,599,549.5,Condo Apartment,Apartment,43.6526799,-79.35710999999999
9 Tecumseth St 305 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10228344,500,599,549.5,Condo Apartment,Apartment,43.6410139,-79.4037653
388 Brown's Line 1 Toronto,1,1,Condo Apt Apartment,2100,500-599,W9284947,500,599,549.5,Condo Apartment,Apartment,43.600966,-79.5452907
82 Dalhousie St 1002 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9344819,0,499,249.5,Condo Apartment,Apartment,43.655802,-79.3764407
31 Tippett Rd 903 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10428346,0,499,249.5,Condo Apartment,Apartment,43.73349959999999,-79.4460831
101 Erskine Ave 1306 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9510905,0,499,249.5,Condo Apartment,Apartment,43.7115382,-79.39532299999999
185 Alberta Ave 204 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10420814,0,499,249.5,Condo Apartment,Apartment,43.6804759,-79.43349590000001
2031 Kennedy Rd #1823 Toronto,1,1,Condo Apt Apartment,2100,0-499,E9362665,0,499,249.5,Condo Apartment,Apartment,43.7771628,-79.2842668
608 Richmond St. W 307 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9419855,0,499,249.5,Condo Apartment,Apartment,43.6468253,-79.4029132
38 The Esplanade 901 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9976116,0,499,249.5,Condo Apartment,Apartment,43.6469122,-79.3746664
125 Redpath Ave 908 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9768257,500,599,549.5,Condo Apartment,Apartment,43.7076393,-79.39241249999999
5 Soudan Ave 915 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10405776,0,499,249.5,Condo Apartment,Apartment,43.70432539999999,-79.39716709999999
2A Church St 1303 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10426120,0,499,249.5,Condo Apartment,Apartment,43.6469619,-79.37334020000002
127 Broadway Ave 1406S Toronto,1,1,Condo Apt Apartment,2100,500-599,C10430911,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
2791 Eglington Ave 513 Toronto,1,1,Condo Townhouse Stacked Townhse,2100,500-599,E9512044,500,599,549.5,Condo Townhouse,Stacked Townhse,43.7369703,-79.24510339999999
238 Simcoe St N 2902 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10425538,0,499,249.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
90 Glen Everest Rd N 306 Toronto,1,1,Condo Apt Apartment,2100,600-699,E10375862,600,699,649.5,Condo Apartment,Apartment,43.7031342,-79.25277299999999
2020 Bathurst St 517 Toronto,1,1,Condo Apt Apartment,2100,500-599,C9241322,500,599,549.5,Condo Apartment,Apartment,43.70078609999999,-79.4256293
117 Broadway Ave 504N Toronto,1,1,Condo Apt Apartment,2100,500-599,C10432097,500,599,549.5,Condo Apartment,Apartment,43.71035699999999,-79.3925946
210 Simcoe St 2209 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9389076,0,499,249.5,Condo Apartment,Apartment,43.6525304,-79.3884369
127 Broadway Ave 617 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10417250,0,499,249.5,Condo Apartment,Apartment,43.7103794,-79.3921761
117 BROADWAY Ave 405 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10421246,500,599,549.5,Condo Apartment,Apartment,43.71035699999999,-79.3925946
195 McCaul St 315 Toronto,1+1,1,Condo Apt Apartment,2100,500-599,C9390639,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
127 Broadway Ave 408 Toronto,1,1,Condo Apt Apartment,2100,600-699,C10427340,600,699,649.5,Condo Apartment,Apartment,43.7103794,-79.3921761
319 Jarvis St 505 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9383998,0,499,249.5,Condo Apartment,Apartment,43.6597863,-79.3753128
77 SHUTER St 1715 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10410479,0,499,249.5,Condo Apartment,Apartment,43.6549921,-79.375121
357 King St W 1904 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10409799,500,599,549.5,Condo Apartment,Apartment,43.6457762,-79.3925063
195 McCaul St 523 Toronto,1,1,Condo Apt Apartment,2100,500-599,C10425616,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
783 Bathurst St 502 Toronto,1,1,Condo Apt Apartment,2100,0-499,C10410350,0,499,249.5,Condo Apartment,Apartment,43.6645681,-79.4107994
100 Dalhousie St 1506 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9506335,0,499,249.5,Condo Apartment,Apartment,43.65631740000001,-79.37669629999999
921 Midland Ave 206 Toronto,1,1,Condo Apt Apartment,2100,600-699,E10477040,600,699,649.5,Condo Apartment,Apartment,43.73596149999999,-79.2579728
36 Lisgar St 1107E Toronto,1+1,1,Condo Apt Apartment,2100,600-699,C10442505,600,699,649.5,Condo Apartment,Apartment,43.6420208,-79.4233917
1285 Dupont St 609 Toronto,1+1,1,Condo Apt Apartment,2100,600-699,W9371766,600,699,649.5,Condo Apartment,Apartment,43.66777390000001,-79.4428166
1 Mallory Gdns 2 Toronto,1,1,Condo Apt Apartment,2100,600-699,C9514066,600,699,649.5,Condo Apartment,Apartment,43.6910069,-79.3959776
105 The Queensway Ave 1309 Toronto,1,1,Condo Apt Apartment,2100,0-499,W10231386,0,499,249.5,Condo Apartment,Apartment,43.6358626,-79.471413
15 Maplewood Ave 910 Toronto,1,1,Condo Apt Apartment,2100,0-499,C9372988,0,499,249.5,Condo Apartment,Apartment,43.6859311,-79.4215481
181 Dundas St E 2607 Toronto,1,1,Condo Apt Apartment,2125,0-499,C10414377,0,499,249.5,Condo Apartment,Apartment,43.6570251,-79.374008
238 simcoe St 702 Toronto,1,1,Comm Element Condo Apartment,2125,500-599,C9349476,500,599,549.5,Common Element Condo,Apartment,43.6534014,-79.38904769999999
195 McCaul St 711 Toronto,1+1,1,Condo Apt Apartment,2145,500-599,C10427727,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
17 Zorra St 2005 Toronto,1,1,Condo Apt Apartment,2149,500-599,W10414953,500,599,549.5,Condo Apartment,Apartment,43.621263,-79.52130679999999
310 Lonsdale Rd 03 Toronto,1,1,Condo Apt Apartment,2149,500-599,C10426576,500,599,549.5,Condo Apartment,Apartment,43.6892098,-79.4112106
127 Broadway Ave 410S Toronto,1,1,Condo Apt Apartment,2149,500-599,C10422268,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
9 Tecumseth St 901 Toronto,1,1,Condo Apt Apartment,2149,0-499,C9769729,0,499,249.5,Condo Apartment,Apartment,43.6410139,-79.4037653
77 Shuter St 2207 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9230154,500,599,549.5,Condo Apartment,Apartment,43.6549921,-79.375121
60 Shuter St 2010 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10927891,0,499,249.5,Condo Apartment,Apartment,43.6550609,-79.3760574
425 Front St E 701 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10405243,0,499,249.5,Condo Apartment,Apartment,43.6526799,-79.35710999999999
3655 kingston Rd 706 Toronto,1,1,Condo Apt Apartment,2150,500-599,E9364498,500,599,549.5,Condo Apartment,Apartment,43.7429205,-79.21211699999999
50 Power St 1806 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425281,500,599,549.5,Condo Apartment,Apartment,43.6543821,-79.3630452
38 Joe Shuster Way 1908 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10430296,0,499,249.5,Condo Apartment,Apartment,43.6404912,-79.4243391
9 Mabelle Ave 1217 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10427753,500,599,549.5,Condo Apartment,Apartment,43.6459961,-79.52595
127 Broadway Ave 1210 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428881,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
90 Glen Everest Rd 401 Toronto,1+1,2,Condo Apt Apartment,2150,600-699,E10413156,600,699,649.5,Condo Apartment,Apartment,43.7031342,-79.25277299999999
5 Mabelle Ave 831 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10413374,500,599,549.5,Condo Apartment,Apartment,43.6466642,-79.5255121
195 McCaul St 513 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9389149,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
50 Bruyeres Mews 509 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10425772,500,599,549.5,Condo Apartment,Apartment,43.6376722,-79.40213829999999
82 DALHOUSIE St 1116 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10419038,0,499,249.5,Condo Apartment,Apartment,43.655802,-79.3764407
38 Monte Kwinter Crt 727 Toronto,1+1,1,Condo Apt Apartment,2150,0-499,C9508470,0,499,249.5,Condo Apartment,Apartment,43.7335675,-79.44883089999999
195 McCaul St 309 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10412911,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
77 Mutual St 907 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10442494,0,499,249.5,Condo Apartment,Apartment,43.6561607,-79.3750714
260 Sackville St 312 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10404864,500,599,549.5,Condo Apartment,Apartment,43.6611235,-79.3637664
55 Ontario St 901 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10407007,0,499,249.5,Condo Apartment,Apartment,43.653598,-79.3662319
565 Yonge St 4FL Toronto,1,1,Other Multi-Level,2150,700-799,C9767918,700,799,749.5,Other,Multi-Level,43.66536,-79.3845741
161 Roehampton Ave 233 Toronto,1,1,Comm Element Condo Apartment,2150,0-499,C10414482,0,499,249.5,Common Element Condo,Apartment,43.70877249999999,-79.3937821
195 McCaul St 213 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10416236,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
403 Church St 711 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9752014,500,599,549.5,Condo Apartment,Apartment,43.6622424,-79.37927909999999
90 Glen Everest Rd 403 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,E10440591,500,599,549.5,Condo Apartment,Apartment,43.7031342,-79.25277299999999
127 Broadway Ave 1408 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10441095,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
1787 St. Clair Ave W 907 Toronto,1,1,Condo Apt Apartment,2150,0-499,W10431363,0,499,249.5,Condo Apartment,Apartment,43.6735145,-79.46209689999999
90 Glen Everest Rd 409 Toronto,1,1,Condo Apt Apartment,2150,500-599,E10432816,500,599,549.5,Condo Apartment,Apartment,43.7031342,-79.25277299999999
320 Richmond St E 502 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10426126,500,599,549.5,Condo Apartment,Apartment,43.6535819,-79.3687903
5 Mabelle Ave 334 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,W9398721,500,599,549.5,Condo Apartment,Apartment,43.6466642,-79.5255121
621 Sheppard Ave E 530 Toronto,1,1,Condo Apt Apartment,2150,500-599,C9770177,500,599,549.5,Condo Apartment,Apartment,43.7679898,-79.3813433
127 Broadway Ave 702 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10424717,0,499,249.5,Condo Apartment,Apartment,43.7103794,-79.3921761
219 Dundas St E 1505 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10411596,500,599,549.5,Condo Apartment,Apartment,43.657581,-79.37289
225 Sumach St 2401 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428793,500,599,549.5,Condo Apartment,Apartment,43.6611009,-79.3604498
16 Brookers Lane 604 Toronto,1,1,Condo Apt Apartment,2150,0-499,W9513968,0,499,249.5,Condo Apartment,Apartment,43.6269107,-79.4786185
117 Broadway Ave 507 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428741,500,599,549.5,Condo Apartment,Apartment,43.71035699999999,-79.3925946
181 Dundas St 5007 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10893779,0,499,249.5,Condo Apartment,Apartment,43.6549815,-79.3865237
3474 Yonge St 124 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9510101,0,499,249.5,Condo Apartment,Apartment,43.7349887,-79.4051707
140 BERRY Rd 4 Toronto,1,1,Condo Apt Apartment,2150,600-699,W10413019,600,699,649.5,Condo Apartment,Apartment,43.6378639,-79.4868852
560 King St W 323 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10428468,500,599,549.5,Condo Apartment,Apartment,43.64492180000001,-79.3990768
108 Peter St 1015 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10432669,0,499,249.5,Condo Apartment,Apartment,43.6476915,-79.3933074
195 McCaul St 212 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10442769,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
361 Front St W 512 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10428635,500,599,549.5,Condo Apartment,Apartment,43.6431921,-79.3915011
195 McCaul St 316 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9390662,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
195 McCaul St 514 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9382644,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
127 Broadway Ave 2004S Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10845383,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
425 Front St E 615 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C9392002,500,599,549.5,Condo Apartment,Apartment,43.6526799,-79.35710999999999
68 Shuter St 508 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9256085,0,499,249.5,Condo Apartment,Apartment,43.6551135,-79.3757349
425 Front St E 604 Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10405511,500,599,549.5,Condo Apartment,Apartment,43.6526799,-79.35710999999999
230 Simcoe St 1536 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9384253,0,499,249.5,Condo Apartment,Apartment,43.65328239999999,-79.3889093
1808 St Clair Ave W 605 Toronto,1,1,Condo Apt Apartment,2150,500-599,W10440821,500,599,549.5,Condo Apartment,Apartment,43.6738836,-79.4624341
150 Logan Ave 540 Toronto,1,1,Condo Apt Apartment,2150,500-599,E10282954,500,599,549.5,Condo Apartment,Apartment,43.6580467,-79.3415625
2791 Eglinton East Ave 510 Toronto,1,1,Condo Townhouse Stacked Townhse,2150,500-599,E10424709,500,599,549.5,Condo Townhouse,Stacked Townhse,43.7369703,-79.24510339999999
127 Broadway Ave 1707 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10431700,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
403 Church St 1210 Toronto,1,1,Condo Apt Apartment,2150,0-499,C9924791,0,499,249.5,Condo Apartment,Apartment,43.6622424,-79.37927909999999
39 Brant St 207 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10422821,0,499,249.5,Condo Apartment,Apartment,43.6464821,-79.39809850000002
127 Broadway Ave 1304S Toronto,1+1,1,Condo Apt Apartment,2150,500-599,C10425982,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
195 McCaul St 1112 Toronto,1,1,Condo Apt Apartment,2150,500-599,C10411608,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
238 Simcoe St 2702 Toronto,1,1,Condo Apt Apartment,2150,0-499,C10404919,0,499,249.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
319 Carlaw Ave 805 Toronto,1,1,Condo Apt Loft,2150,500-599,E9419485,500,599,549.5,Condo Apartment,Loft,43.66437,-79.3411364
